BID,Project,Product_Code,WBS,Status,Bug_hours,Created,Updated
277,02471,SPY  ,1.3.3.x.2.y.1,C,11,2016/06/10 20:43,2016/09/20 16:43
278,02367,SPY  ,1.3.3.x.2.y.1,C,6,2016/06/10 20:43,2016/10/12 14:54
279,02392,SPY  ,1.3.3.x.2.y.1,C,3,2016/06/10 20:43,2016/08/31 17:25
280,02247,SPY  ,1.3.3.x.2.y.1,C,12,2016/06/10 20:42,2016/08/31 17:17
281,02247,SPY  ,1.3.3.x.3.y.1,C,18,2016/06/10 20:42,2016/10/05 11:50
282,02247,SPY  ,1.3.3.x.3.y.1,C,14,2016/06/10 20:42,2016/10/05 11:49
283,02247,SPY  ,1.3.3.x.2.y.1,C,21,2016/06/10 20:42,2016/08/31 17:16
284,02247,SPY  ,1.5.x.y.3,C,18,2016/06/10 20:42,2016/09/06 14:45
285,02247,SPY  ,1.3.3.x.2.y.1,C,10,2016/06/10 20:42,2016/08/31 17:16
286,02247,SPY  ,1.3.3.x.2.y.1,C,19,2016/06/10 20:42,2016/08/31 17:16
287,02247,SPY  ,1.7.x.1,C,4,2016/06/10 20:42,2016/08/31 17:16
288,02247,SPY  ,1.3.3.x.2.y.1,C,7,2016/06/10 20:42,2016/08/31 17:17
289,02392,SPY  ,1.3.3.x.3.y.1,C,21,2016/06/10 20:42,2016/08/31 17:17
290,02367,SPY  ,1.3.3.x.3.y.1,C,10,2016/06/10 20:42,2016/08/31 17:16
291,02247,SPY  ,1.3.3.x.3.y.1,C,22,2016/06/09 22:50,2016/08/31 17:41
292,02247,SPY  ,1.3.3.x.3.y.1,C,5,2016/06/09 22:50,2016/08/31 17:41
293,02247,SPY  ,1.3.3.x.3.y.1,C,22,2016/06/09 22:50,2016/08/31 17:41
294,02247,SPY  ,1.3.3.x.3.y.1,C,1,2016/06/09 22:50,2016/08/31 17:41
295,02247,SPY  ,1.3.3.x.2.y.1,C,11,2016/06/09 22:50,2016/08/31 17:41
296,02247,SPY  ,1.3.3.x.2.y.1,C,7,2016/06/09 22:50,2016/08/31 17:41
297,02247,SPY  ,1.3.3.x.2.y.1,C,15,2016/06/09 22:50,2016/08/31 17:41
298,02247,SPY  ,1.3.3.x.2.y.1,C,6,2016/06/09 22:50,2016/08/31 17:41
299,02247,SPY  ,1.3.3.x.2.y.1,C,12,2016/06/09 22:50,2016/08/31 17:41
300,02247,SPY  ,1.3.3.x.3.y.1,C,6,2016/06/09 22:50,2016/08/31 17:41
301,02392,SPY  ,1.3.3.x.3.y.1,C,6,2016/06/09 22:50,2016/08/31 17:41
302,02247,SPY  ,1.5.x.y.3,C,10,2016/06/09 22:50,2016/08/31 17:41
303,02247,SPY  ,1.5.x.y.3,C,20,2016/06/09 22:50,2016/08/31 17:41
304,02367,SPY  ,1.3.3.x.3.y.1,C,9,2016/06/09 22:50,2016/08/31 17:41
305,02247,SPY  ,1.3.3.x.3.y.1,C,18,2016/06/09 22:50,2016/08/31 17:41
306,02392,SPY  ,1.3.3.x.3.y.1,C,18,2016/06/09 15:08,2016/08/31 17:26
307,02392,SPY  ,1.3.3.x.2.y.1,C,6,2016/06/09 15:07,2016/08/31 17:25
308,02392,SPY  ,1.2.x.y.3.1,C,17,2016/06/09 15:06,2016/08/31 17:27
309,02392,SPY  ,1.3.1.x.y.1.1,C,5,2016/06/09 15:06,2016/08/31 17:26
310,02392,SPY  ,1.3.3.x.3.y.1,C,1,2016/06/09 15:05,2016/08/31 17:26
311,02367,SPY  ,1.3.3.x.3.y.1,C,5,2016/06/08 09:52,2016/09/09 10:56
312,02367,SPY  ,1.3.3.x.2.y.1,C,10,2016/06/08 09:50,2016/09/08 21:15
313,02367,SPY  ,1.3.3.x.3.y.1,C,2,2016/06/08 09:41,2016/09/20 14:30
314,02367,SPY  ,1.3.3.x.2.y.1,C,6,2016/06/08 09:15,2016/09/09 21:39
315,02367,SPY  ,1.3.3.x.2.y.1,C,17,2016/06/08 09:13,2016/09/09 21:38
316,02247,SPY  ,1.3.3.x.2.y.1,C,22,2016/06/07 16:54,2016/08/31 17:17
317,02367,SPY  ,1.3.3.x.3.y.1,C,13,2016/06/07 09:14,2016/10/05 11:51
318,02247,SPY  ,1.3.3.x.3.y.1,C,2,2016/06/07 08:21,2016/08/31 17:16
319,02367,SPY  ,1.3.3.x.3.y.1,C,1,2016/06/07 08:19,2016/08/31 17:41
320,02247,SPY  ,1.2.x.y.3.1,C,1,2016/06/03 17:52,2016/08/31 17:17
321,02367,SPY  ,1.3.3.x.3.y.1,C,9,2016/06/03 17:52,2016/08/31 17:16
322,02392,SPY  ,1.3.3.x.3.y.1,C,19,2016/06/03 17:51,2016/09/16 20:25
323,02471,SPY  ,1.3.3.x.2.y.1,C,12,2016/06/03 17:51,2016/10/05 21:00
324,02471,SPY  ,1.2.x.y.3.1,C,20,2016/06/03 17:51,2016/08/31 17:26
325,02367,SPY  ,1.3.3.x.3.y.1,C,6,2016/06/03 17:51,2016/09/27 15:47
326,02367,SPY  ,1.3.3.x.3.y.1,C,1,2016/06/03 17:51,2016/08/31 17:27
327,02367,SPY  ,1.3.3.x.3.y.1,C,13,2016/06/03 17:51,2016/10/05 11:51
328,02471,SPY  ,1.3.3.x.2.y.1,C,14,2016/06/03 17:51,2016/09/14 20:21
329,02471,SPY  ,1.3.3.x.2.y.1,C,4,2016/06/03 17:51,2016/08/31 17:27
330,02471,SPY  ,1.3.3.x.3.y.1,C,12,2016/06/03 17:51,2016/08/31 17:26
331,02471,SPY  ,1.3.3.x.2.y.1,C,5,2016/06/03 17:51,2016/08/31 17:27
332,02471,SPY  ,1.3.3.x.2.y.1,C,18,2016/06/03 17:51,2016/08/31 17:27
333,02471,SPY  ,1.3.3.x.3.y.1,C,2,2016/06/03 17:51,2016/08/31 17:26
334,02392,SPY  ,1.2.x.y.3.1,C,8,2016/06/03 17:51,2016/08/31 17:27
335,02392,SPY  ,1.3.3.x.3.y.1,C,11,2016/06/03 17:51,2016/08/31 17:26
336,02367,SPY  ,1.3.3.x.3.y.1,C,4,2016/06/03 17:51,2016/09/06 15:17
337,02367,SPY  ,1.3.3.x.3.y.1,C,19,2016/06/03 17:51,2016/09/08 21:17
338,02392,SPY  ,1.3.3.x.3.y.1,C,9,2016/06/03 17:51,2016/08/31 17:26
339,02471,SPY  ,1.3.3.x.2.y.1,C,12,2016/06/03 17:42,2016/08/31 17:32
340,02471,SPY  ,1.2.x.y.3.1,C,6,2016/06/03 17:42,2016/08/31 17:31
341,02471,SPY  ,1.3.3.x.2.y.1,C,8,2016/06/03 17:42,2016/08/31 17:32
342,02471,SPY  ,1.3.3.x.2.y.1,C,3,2016/06/03 17:42,2016/08/31 17:32
343,02471,SPY  ,1.2.x.y.3.1,C,13,2016/06/03 17:42,2016/08/31 17:32
344,02471,SPY  ,1.2.x.y.3.1,C,13,2016/06/03 17:42,2016/08/31 17:32
345,02471,SPY  ,1.3.1.x.y.1.1,C,1,2016/06/03 17:42,2016/08/31 17:32
346,02471,SPY  ,1.3.3.x.3.y.1,C,10,2016/06/03 17:41,2016/09/08 21:16
347,02471,SPY  ,1.3.3.x.3.y.1,C,7,2016/06/03 17:41,2016/09/06 16:12
348,02471,SPY  ,1.3.3.x.3.y.1,C,15,2016/06/02 23:29,2016/08/31 17:32
349,02392,SPY  ,1.3.3.x.3.y.1,C,5,2016/06/02 23:27,2016/08/31 17:35
350,02471,SPY  ,1.3.3.x.3.y.1,C,15,2016/05/31 23:34,2016/08/31 17:32
351,02367,SPY  ,1.3.3.x.3.y.1,C,18,2016/05/31 22:50,2016/08/31 17:32
352,02247,SPY  ,1.3.3.x.3.y.1,C,21,2016/05/31 13:29,2016/08/31 17:17
353,02392,SPY  ,1.3.3.x.2.y.1,C,22,2016/05/20 15:46,2016/08/31 17:26
354,02392,SPY  ,1.2.x.y.3.1,C,11,2016/05/20 15:45,2016/08/31 17:27
355,02392,SPY  ,1.3.3.x.3.y.1,C,6,2016/05/20 15:39,2016/08/31 17:35
356,02471,SPY  ,1.3.3.x.3.y.1,C,22,2016/05/20 15:33,2016/08/31 17:32
357,02392,SPY  ,1.3.3.x.2.y.1,C,11,2016/05/19 22:17,2016/09/01 12:18
358,02392,SPY  ,1.5.x.y.3,C,9,2016/05/19 22:17,2016/09/01 12:18
359,02392,SPY  ,1.3.3.x.2.y.1,C,7,2016/05/19 22:17,2016/09/01 12:17
360,02392,SPY  ,1.3.3.x.2.y.1,C,21,2016/05/19 22:17,2016/09/01 12:17
361,02367,SPY  ,1.5.x.y.3,C,1,2016/04/26 09:50,2016/09/01 12:11
362,02367,SPY  ,1.3.3.x.3.y.1,C,21,2016/04/14 21:11,2016/09/20 18:50
363,02471,SPY  ,1.3.3.x.2.y.1,C,12,2016/04/14 21:11,2016/09/09 21:40
364,02471,SPY  ,1.3.3.x.2.y.1,C,2,2016/04/14 21:10,2016/08/31 17:31
365,02471,SPY  ,1.3.3.x.2.y.1,C,6,2016/04/14 21:10,2016/09/01 12:12
366,02471,SPY  ,1.3.3.x.3.y.1,C,5,2016/04/01 12:23,2016/08/31 17:32
367,02471,SPY  ,1.5.x.y.3,C,14,2016/04/01 12:23,2016/09/06 15:39
368,02433,SPY  ,1.3.3.x.2.y.1,C,1,2016/04/01 12:02,2016/08/31 17:27
369,02392,SPY  ,1.3.3.x.2.y.1,C,12,2016/04/01 12:02,2016/08/31 17:26
370,02392,SPY  ,1.3.3.x.2.y.1,C,6,2016/04/01 12:02,2016/08/31 17:26
371,02433,SPY  ,1.3.3.x.2.y.1,C,4,2016/03/24 22:01,2016/08/31 17:17
372,02471,SPY  ,1.3.3.x.2.y.1,C,5,2016/03/22 22:18,2016/08/31 17:26
373,02392,SPY  ,1.3.3.x.2.y.1,C,11,2016/03/22 22:18,2016/08/31 17:26
374,02367,SPY  ,1.3.3.x.2.y.1,C,10,2016/03/22 22:18,2016/10/05 21:02
375,02367,SPY  ,1.3.3.x.3.y.1,C,12,2016/03/22 22:18,2016/08/31 17:26
376,02367,SPY  ,1.3.3.x.3.y.1,C,7,2016/03/22 22:18,2016/08/31 17:27
377,02392,SPY  ,1.3.3.x.3.y.1,C,1,2016/03/22 22:18,2016/08/31 17:26
378,02392,SPY  ,1.3.3.x.3.y.1,C,19,2016/03/22 22:18,2016/08/31 17:26
379,02392,SPY  ,1.3.3.x.2.y.1,C,10,2016/03/22 22:18,2016/08/31 17:27
380,02392,SPY  ,1.3.3.x.3.y.1,C,17,2016/03/22 22:18,2016/08/31 17:26
381,02367,SPY  ,1.3.3.x.2.y.1,C,7,2016/03/22 22:18,2016/08/31 17:26
382,02247,SPY  ,1.3.3.x.3.y.1,C,19,2016/03/22 22:13,2016/09/20 15:49
383,02247,SPY  ,1.3.3.x.3.y.1,C,11,2016/03/22 22:13,2016/10/03 22:31
384,02247,SPY  ,1.3.3.x.2.y.1,C,17,2016/03/22 22:13,2016/09/09 21:36
385,02247,SPY  ,1.3.3.x.2.y.1,C,12,2016/03/22 22:13,2016/09/30 19:30
386,02247,SPY  ,1.3.3.x.3.y.1,C,9,2016/03/22 22:13,2016/08/31 17:17
387,02247,SPY  ,1.3.3.x.3.y.1,C,8,2016/03/22 22:13,2016/09/14 17:25
388,02247,SPY  ,1.3.3.x.3.y.1,C,17,2016/03/22 22:13,2016/08/31 17:16
389,02247,SPY  ,1.3.3.x.3.y.1,C,9,2016/03/22 22:13,2016/09/07 11:31
390,02247,SPY  ,1.3.1.x.y.1.1,C,22,2016/03/22 22:13,2016/08/31 17:17
391,02367,SPY  ,1.3.3.x.3.y.1,C,10,2016/03/22 17:57,2016/10/05 11:44
392,02367,SPY  ,1.3.3.x.3.y.1,C,18,2016/03/22 17:57,2016/10/05 11:41
393,02367,SPY  ,1.3.3.x.3.y.1,C,13,2016/03/22 17:57,2016/09/20 18:51
394,02367,SPY  ,1.3.3.x.3.y.1,C,3,2016/03/22 17:57,2016/08/31 17:32
395,02367,SPY  ,1.3.3.x.2.y.1,C,1,2016/03/22 17:57,2016/10/05 20:55
396,02392,SPY  ,1.3.3.x.3.y.1,C,22,2016/03/22 17:17,2016/08/31 17:35
397,02392,SPY  ,1.2.x.y.3.1,C,15,2016/03/22 17:17,2016/08/31 17:35
398,02392,SPY  ,1.3.3.x.2.y.1,C,9,2016/03/08 10:55,2016/08/31 17:26
399,02367,SPY  ,1.3.3.x.2.y.1,C,14,2016/03/07 16:11,2016/08/31 17:35
400,02367,SPY  ,1.3.3.x.3.y.1,C,5,2016/03/03 10:37,2016/09/06 14:35
401,02471,SPY  ,1.3.3.x.3.y.1,C,5,2016/03/03 10:37,2016/08/31 17:32
402,02471,SPY  ,1.3.3.x.3.y.1,C,21,2016/03/03 10:37,2016/08/31 17:32
403,02471,SPY  ,1.3.3.x.2.y.1,C,9,2016/03/03 10:37,2016/08/31 17:31
404,02367,SPY  ,1.3.3.x.2.y.1,C,13,2016/03/03 10:37,2016/09/01 12:13
405,02471,SPY  ,1.3.3.x.3.y.1,C,2,2016/03/03 10:37,2016/08/31 17:32
406,02471,SPY  ,1.3.3.x.2.y.1,C,17,2016/03/03 10:37,2016/08/31 17:32
407,02367,SPY  ,1.3.1.x.y.1.1,C,11,2016/03/02 15:30,2016/08/31 17:27
408,02367,SPY  ,1.3.3.x.3.y.1,C,19,2016/03/02 15:30,2016/10/06 16:03
409,02367,SPY  ,1.3.3.x.2.y.1,C,16,2016/03/02 15:30,2016/09/14 20:23
410,02392,SPY  ,1.3.3.x.2.y.1,C,9,2016/03/02 15:30,2016/08/31 17:26
411,02392,SPY  ,1.3.3.x.2.y.1,C,11,2016/03/02 15:30,2016/08/31 17:25
412,02367,SPY  ,1.3.3.x.2.y.1,C,21,2016/03/02 15:30,2016/08/31 17:26
413,02392,SPY  ,1.3.3.x.2.y.1,C,3,2016/01/11 17:47,2016/08/31 17:26
414,02392,SPY  ,1.3.3.x.2.y.1,C,17,2016/01/08 13:20,2016/08/31 17:26
415,02392,SPY  ,1.3.3.x.3.y.1,C,1,2015/12/10 11:28,2016/08/31 17:32
416,02367,SPY  ,1.3.3.x.2.y.1,C,3,2015/12/09 10:19,2016/09/29 20:31
417,02471,SPY  ,1.3.3.x.2.y.1,C,16,2015/12/09 10:04,2016/08/31 17:26
418,02367,SPY  ,1.3.3.x.3.y.1,C,17,2015/11/18 16:10,2016/10/06 17:41
419,02392,SPY  ,1.3.3.x.2.y.1,C,7,2015/10/20 09:38,2016/08/31 17:27
420,02392,SPY  ,1.3.3.x.3.y.1,C,19,2015/10/20 09:38,2016/08/31 17:26
421,02392,SPY  ,1.2.x.y.3.1,C,13,2015/10/20 09:38,2016/08/31 17:26
422,02392,SPY  ,1.2.x.y.3.1,C,12,2015/10/20 09:38,2016/08/31 17:26
423,02392,SPY  ,1.2.x.y.3.1,C,9,2015/10/20 09:38,2016/08/31 17:26
424,02367,SPY  ,1.3.3.x.2.y.1,C,11,2015/10/06 13:20,2016/09/08 21:13
425,02367,SPY  ,1.3.3.x.3.y.1,C,20,2015/10/06 13:20,2016/08/31 17:27
426,02392,SPY  ,1.2.x.y.3.1,C,11,2015/10/06 13:20,2016/08/31 17:26
427,02367,SPY  ,1.3.3.x.2.y.1,C,7,2015/10/06 13:20,2016/08/31 17:26
428,02367,SPY  ,1.3.3.x.2.y.1,C,12,2015/10/06 13:20,2016/08/31 17:26
429,02367,SPY  ,1.3.3.x.2.y.1,C,20,2015/10/06 13:20,2016/08/31 17:26
430,02367,SPY  ,1.3.3.x.2.y.1,C,12,2015/10/06 13:20,2016/08/31 17:27
431,02392,SPY  ,1.5.x.y.3,C,19,2015/10/06 13:20,2016/10/06 17:41
432,02471,CND,1.3.3.x.3.y.1,C,17,2016/08/23 13:48,2016/09/01 10:41
433,02457,CND,1.3.3.x.3.y.1,C,4,2016/09/29 07:34,2016/10/03 18:55
434,02457,CND,1.5.x.y.3,C,1,2016/09/16 07:32,2016/09/27 18:35
435,02457,CND,1.3.3.x.2.y.1,C,16,2016/09/12 15:14,2016/09/14 13:07
436,02457,CND,1.3.3.x.3.y.1,C,16,2016/09/01 12:13,2016/09/27 14:10
437,02457,CND,1.3.3.x.3.y.1,C,4,2016/09/01 12:10,2016/09/14 08:04
438,02457,CND,1.3.3.x.2.y.1,C,2,2016/09/01 12:06,2016/09/26 18:02
439,02457,CND,1.3.3.x.3.y.1,C,15,2016/09/01 12:03,2016/09/28 14:23
440,02457,CND,1.3.3.x.2.y.1,C,11,2016/08/23 10:56,2016/09/20 10:27
441,02457,CND,1.3.3.x.3.y.1,C,12,2016/08/19 11:00,2016/08/31 12:33
442,02457,CND,1.3.3.x.2.y.1,C,9,2016/08/19 10:57,2016/08/30 08:33
443,02457,CND,1.5.x.y.3,C,18,2016/08/19 10:56,2016/09/28 13:18
444,02457,CND,1.3.3.x.2.y.1,C,20,2016/08/09 11:20,2016/08/09 11:21
445,02457,CND,1.3.3.x.2.y.1,C,9,2016/07/22 07:25,2016/08/19 08:45
446,02457,CND,1.3.3.x.2.y.1,C,18,2016/07/22 07:23,2016/08/19 08:44
447,02457,CND,1.1.1.x.1.1,C,10,2016/06/30 11:09,2016/07/22 07:27
448,02457,CND,1.3.3.x.3.y.1,C,4,2016/06/30 11:02,2016/07/26 12:30
449,02457,CND,1.3.3.x.2.y.1,C,4,2016/06/30 10:52,2016/10/04 09:19
450,02457,CND,1.3.3.x.2.y.1,C,12,2016/06/30 10:41,2016/09/29 10:33
451,02457,CND,1.3.3.x.3.y.1,C,13,2016/06/30 10:33,2016/09/02 12:38
452,02457,CND,1.2.x.y.1.1,C,22,2016/06/30 10:26,2016/08/11 08:29
453,02457,CND,1.3.3.x.2.y.1,C,19,2016/06/25 14:56,2016/08/11 08:30
454,02457,CND,1.3.3.x.3.y.1,C,15,2016/06/25 13:34,2016/07/11 11:27
455,02457,CND,1.3.3.x.3.y.1,C,3,2016/06/25 13:26,2016/08/19 08:43
456,02457,CND,1.3.3.x.2.y.1,C,11,2016/06/25 13:17,2016/09/28 18:17
457,02457,CND,1.3.3.x.3.y.1,C,21,2016/06/25 13:11,2016/08/19 11:14
458,02457,CND,1.3.3.x.3.y.1,C,18,2016/06/25 13:03,2016/08/19 10:35
459,02457,CND,1.3.3.x.2.y.1,C,7,2016/06/25 12:54,2016/09/14 12:25
460,02457,CND,1.3.3.x.2.y.1,C,2,2016/06/25 12:47,2016/06/28 12:35
461,02457,CND,1.1.1.x.1.1,C,21,2016/06/25 12:28,2016/07/11 08:12
462,02457,CND,1.3.3.x.2.y.1,C,2,2016/06/25 12:04,2016/09/14 13:36
463,02457,CND,1.3.3.x.3.y.1,C,11,2016/06/16 12:40,2016/09/08 07:35
464,02457,CND,1.3.3.x.2.y.1,C,9,2016/06/16 12:39,2016/09/15 13:22
465,02457,CND,1.3.3.x.2.y.1,C,18,2016/06/16 12:37,2016/09/27 16:47
466,02457,CND,1.3.3.x.3.y.1,C,22,2016/06/16 12:36,2016/09/28 18:07
467,02457,CND,1.5.x.y.3,C,18,2016/06/16 12:33,2016/09/14 08:09
468,02457,CND,1.3.3.x.2.y.1,C,14,2016/06/16 12:32,2016/08/11 08:34
469,02457,CND,1.3.3.x.3.y.1,C,8,2016/06/16 12:30,2016/09/14 08:01
470,02457,CND,1.3.3.x.2.y.1,C,11,2016/06/16 12:29,2016/09/27 18:21
471,02457,CND,1.3.3.x.2.y.1,C,8,2016/06/16 12:27,2016/09/27 17:36
472,02457,CND,1.3.3.x.2.y.1,C,10,2016/06/16 12:26,2016/08/11 08:35
473,02457,CND,1.3.3.x.2.y.1,C,9,2016/06/16 12:25,2016/09/16 11:26
474,02457,CND,1.3.3.x.2.y.1,C,3,2016/06/16 12:23,2016/09/15 17:44
475,02457,CND,1.3.3.x.3.y.1,C,13,2016/06/15 13:35,2016/08/23 10:43
476,02457,CND,1.3.3.x.2.y.1,C,12,2016/06/15 13:32,2016/08/11 08:37
477,02457,CND,1.3.3.x.2.y.1,C,5,2016/06/15 13:30,2016/08/09 10:36
478,02457,CND,1.3.3.x.3.y.1,C,11,2016/06/15 13:29,2016/08/23 10:45
479,02457,CND,1.3.3.x.2.y.1,C,5,2016/06/15 13:26,2016/08/11 08:39
480,02457,CND,1.3.3.x.3.y.1,C,3,2016/06/14 10:56,2016/06/16 14:37
481,02392,CND,1.5.x.y.3,C,3,2016/09/29 15:23,2016/10/04 16:17
482,02392,CND,1.3.3.x.3.y.1,C,13,2016/09/27 11:14,2016/10/04 16:18
483,02517,CND,1.3.3.x.2.y.1,C,9,2016/09/22 10:45,2016/09/27 10:54
484,02517,CND,1.3.3.x.3.y.1,C,18,2016/09/22 10:31,2016/09/27 11:16
485,02247,CND,1.3.3.x.2.y.1,C,21,2016/09/15 15:42,2016/09/19 12:43
486,02367,CND,1.3.3.x.2.y.1,C,18,2016/09/01 09:54,2016/09/06 16:52
487,02471,CND,1.5.x.y.3,C,12,2016/09/01 09:54,2016/10/07 13:06
488,02367,CND,1.3.3.x.3.y.1,C,17,2016/09/01 09:54,2016/10/04 11:41
489,02471,CND,1.3.3.x.2.y.1,C,8,2016/09/01 09:54,2016/09/06 08:28
490,02367,CND,1.3.3.x.2.y.1,C,4,2016/08/31 15:04,2016/10/13 14:45
491,02517,CND,1.3.3.x.2.y.1,C,2,2016/08/22 11:53,2016/09/06 13:58
492,02517,CND,1.3.3.x.2.y.1,C,1,2016/08/22 11:44,2016/09/06 14:01
493,02247,CND,1.3.3.x.2.y.1,C,4,2016/08/16 13:28,2016/08/16 16:54
494,02247,CND,1.3.3.x.2.y.1,C,3,2016/08/16 13:28,2016/09/20 14:46
495,02367,CND,1.3.3.x.2.y.1,C,16,2016/08/16 13:28,2016/09/20 14:38
496,02471,CND,1.3.3.x.2.y.1,C,18,2016/08/16 13:28,2016/09/20 10:36
497,02247,CND,1.5.x.y.3,C,9,2016/08/16 13:28,2016/09/20 14:37
498,02471,CND,1.3.3.x.2.y.1,C,1,2016/08/16 13:28,2016/10/07 13:17
499,02471,CND,1.3.3.x.2.y.1,C,17,2016/08/16 13:28,2016/09/01 07:12
500,02367,CND,1.3.3.x.3.y.1,C,8,2016/08/16 13:28,2016/08/22 14:24
501,02471,CND,1.3.3.x.3.y.1,C,17,2016/08/16 13:28,2016/09/21 08:55
502,02367,CND,1.2.x.y.1.1,C,3,2016/08/12 11:07,2016/08/23 16:21
503,02367,CND,1.3.3.x.2.y.1,C,12,2016/08/10 10:02,2016/10/13 14:43
504,02247,CND,1.3.3.x.2.y.1,C,19,2016/08/01 15:08,2016/09/13 12:04
505,02471,CND,1.3.3.x.3.y.1,C,5,2016/07/27 17:09,2016/09/14 06:23
506,02471,CND,1.2.x.y.1.1,C,1,2016/07/27 15:21,2016/08/23 16:26
507,02471,CND,1.3.3.x.3.y.1,C,11,2016/07/27 15:21,2016/09/06 08:34
508,02247,CND,1.3.3.x.3.y.1,C,5,2016/07/26 15:06,2016/07/27 11:51
509,02471,CND,1.3.3.x.2.y.1,C,10,2016/07/26 13:37,2016/09/06 16:53
510,02247,CND,1.3.3.x.2.y.1,C,3,2016/07/25 13:55,2016/07/26 14:48
511,02247,CND,1.3.3.x.2.y.1,C,9,2016/07/25 13:54,2016/07/26 14:33
512,02247,CND,1.3.3.x.2.y.1,C,20,2016/07/25 13:53,2016/07/26 14:05
513,02247,CND,1.5.x.y.3,C,8,2016/07/25 13:52,2016/10/13 13:40
514,02247,CND,1.3.3.x.2.y.1,C,14,2016/07/25 13:51,2016/10/13 14:21
515,02247,CND,1.3.3.x.2.y.1,C,4,2016/07/25 13:46,2016/10/13 12:39
516,02247,CND,1.3.3.x.2.y.1,C,17,2016/07/25 13:44,2016/09/07 13:20
517,02247,CND,1.3.3.x.3.y.1,C,14,2016/07/25 13:07,2016/07/25 13:58
518,02247,CND,1.3.3.x.2.y.1,C,2,2016/07/25 12:03,2016/08/11 08:46
519,02392,CND,1.3.3.x.2.y.1,C,20,2016/07/12 15:33,2016/09/22 19:49
520,02392,CND,1.3.3.x.2.y.1,C,2,2016/07/12 15:33,2016/09/12 07:18
521,02392,CND,1.3.3.x.2.y.1,C,10,2016/07/12 15:33,2016/09/06 16:54
522,02392,CND,1.3.3.x.3.y.1,C,13,2016/07/12 15:33,2016/09/14 06:25
523,02392,CND,1.3.3.x.2.y.1,C,8,2016/07/12 15:33,2016/07/27 14:41
524,02392,CND,1.3.3.x.3.y.1,C,2,2016/07/12 15:33,2016/10/13 09:03
525,02392,CND,1.3.3.x.3.y.1,C,15,2016/07/12 15:33,2016/09/06 08:34
526,02392,CND,1.3.3.x.3.y.1,C,12,2016/07/12 15:33,2016/09/06 08:35
527,02392,CND,1.3.3.x.3.y.1,C,9,2016/07/12 15:33,2016/09/09 12:31
528,02392,CND,1.3.3.x.2.y.1,C,10,2016/07/12 15:33,2016/09/14 14:09
529,02392,CND,1.3.3.x.2.y.1,C,7,2016/07/12 15:33,2016/09/06 16:55
530,02392,CND,1.3.3.x.3.y.1,C,17,2016/07/12 15:33,2016/10/13 09:00
531,02392,CND,1.3.3.x.2.y.1,C,1,2016/07/12 15:33,2016/09/06 08:33
532,02392,CND,1.3.3.x.2.y.1,C,5,2016/07/12 15:33,2016/08/30 21:32
533,02392,CND,1.3.3.x.2.y.1,C,15,2016/07/12 15:33,2016/08/01 21:16
534,02392,CND,1.3.3.x.2.y.1,C,3,2016/07/12 15:33,2016/09/14 06:29
535,02392,CND,1.3.3.x.3.y.1,C,12,2016/07/12 15:33,2016/09/06 08:37
536,02392,CND,1.3.3.x.2.y.1,C,10,2016/07/12 15:33,2016/10/13 09:52
537,02392,CND,1.3.3.x.3.y.1,C,14,2016/07/12 15:33,2016/09/14 06:29
538,02392,CND,1.3.3.x.3.y.1,C,14,2016/07/12 15:33,2016/09/14 06:24
539,02471,CND,1.3.3.x.3.y.1,C,4,2016/07/12 15:33,2016/09/06 16:55
540,02247,CND,1.3.3.x.3.y.1,C,12,2016/07/12 15:33,2016/09/20 16:24
541,02367,CND,1.3.3.x.2.y.1,C,16,2016/07/12 15:33,2016/10/04 11:33
542,02471,CND,1.3.3.x.3.y.1,C,8,2016/07/12 15:33,2016/10/04 16:18
543,02367,CND,1.3.3.x.2.y.1,C,7,2016/07/12 15:33,2016/09/22 19:39
544,02247,CND,1.3.3.x.2.y.1,C,11,2016/07/12 15:33,2016/09/22 20:05
545,02247,CND,1.3.3.x.2.y.1,C,10,2016/07/12 15:33,2016/09/14 06:27
546,02367,CND,1.3.1.x.y.1.1,C,11,2016/07/12 15:33,2016/10/04 16:18
547,02367,CND,1.3.3.x.2.y.1,C,20,2016/07/12 15:33,2016/09/20 16:51
548,02471,CND,1.3.3.x.2.y.1,C,10,2016/07/12 15:33,2016/09/14 06:27
549,02247,CND,1.3.3.x.3.y.1,C,17,2016/07/12 15:33,2016/09/22 20:22
550,02247,CND,1.3.3.x.3.y.1,C,12,2016/07/12 15:33,2016/09/22 20:16
551,02471,CND,1.3.3.x.3.y.1,C,5,2016/07/12 15:33,2016/09/20 14:22
552,02247,CND,1.3.3.x.2.y.1,C,13,2016/07/12 15:33,2016/09/14 06:27
553,02471,CND,1.3.3.x.3.y.1,C,19,2016/07/12 15:33,2016/10/04 16:19
554,02471,CND,1.3.3.x.2.y.1,C,13,2016/07/12 15:33,2016/09/19 13:10
555,02471,CND,1.3.3.x.3.y.1,C,22,2016/07/12 15:33,2016/09/06 16:56
556,02471,CND,1.3.3.x.3.y.1,C,12,2016/07/12 15:33,2016/09/06 15:34
557,02471,CND,1.3.3.x.2.y.1,C,5,2016/07/12 15:33,2016/09/20 16:51
558,02247,CND,1.3.3.x.3.y.1,C,8,2016/07/12 15:33,2016/09/06 16:56
559,02471,CND,1.3.3.x.2.y.1,C,21,2016/07/12 15:33,2016/10/04 16:20
